id,RT_1,RT_2,RT_3,label
icsd_423273,0.116425,0.124139,0.132793,F
icsd_181020,0.123118,0.127227,0.139134,F
icsd_2269,0.156418,0.148835,0.176503,K
icsd_33588,0.063053,0.0653,0.071729,Cu
icsd_426249,0.160797,0.152752,0.181418,O
icsd_69650,0.070864,0.082276,0.090207,Na
icsd_67512,0.143137,0.147867,0.1616,F
icsd_67091,0.130499,0.134837,0.147418,K
icsd_169933,0.153403,0.158451,0.144998,O
icsd_75597,0.06777,0.070163,0.078901,Li
icsd_417281,0.137809,0.142373,0.143164,O
icsd_251538,0.106077,0.111608,0.122134,O
icsd_169914,0.151902,0.156904,0.14362,O
icsd_425134,0.086565,0.073349,0.104272,F
icsd_427689,0.112722,0.109263,0.127467,O
icsd_62524,0.064885,0.060677,0.079955,Mg
icsd_74831,0.216613,0.22362,0.232323,F
icsd_65005,0.081551,0.07928,0.074526,Li
icsd_412978,0.169012,0.174544,0.115578,Na
icsd_420802,0.131947,0.137873,0.176257,O
icsd_421926,0.125232,0.129406,0.140202,O
icsd_168049,0.118026,0.140281,0.153343,O
icsd_290331,0.140627,0.173015,0.158783,O
icsd_25837,0.113737,0.117555,0.11786,Na
icsd_171092,0.200134,0.191787,0.225562,O
icsd_94733,0.195528,0.196128,0.21413,O
icsd_195942,0.199517,0.238868,0.260651,F
icsd_280391,0.058946,0.061065,0.067121,Li
icsd_31867,0.094055,0.097263,0.10652,Na
icsd_83580,0.156743,0.160569,0.169587,O
icsd_83494,0.127235,0.121574,0.144293,O
icsd_72279,0.100829,0.123701,0.103046,Cu
icsd_24005,0.148867,0.153774,0.16803,O
icsd_90550,0.029665,0.030876,0.034261,Al
icsd_38130,0.084005,0.086902,0.095242,K
icsd_168045,0.121413,0.148197,0.163168,O
icsd_15586,0.144943,0.149729,0.149909,O
icsd_184008,0.13604,0.140549,0.137367,F
icsd_93372,0.04947,0.059789,0.117053,Ag
icsd_23776,0.20041,0.146023,0.180995,O
icsd_60370,0.12245,0.126538,0.138384,F
icsd_391223,0.232047,0.259247,0.282833,F
icsd_163567,0.1486,0.153499,0.189755,K
icsd_109458,0.139592,0.144212,0.157621,O
icsd_81502,0.109235,0.112914,0.08505,O
icsd_401203,0.137533,0.156134,0.133506,O
icsd_203215,0.117935,0.121884,0.133318,K
icsd_166472,0.087901,0.085666,0.103638,Li
icsd_161849,0.133106,0.170525,0.233436,O
icsd_30521,0.155172,0.160275,0.189494,O
icsd_250996,0.111765,0.115522,0.120509,O
icsd_191403,0.129794,0.13411,0.047235,O
icsd_166896,0.138474,0.125466,0.445438,Al
icsd_6179,0.090426,0.093522,0.097778,Cu
icsd_183904,0.12405,0.128188,0.154584,O
icsd_162911,0.108901,0.111316,0.12318,O
icsd_154685,0.107514,0.11114,0.047788,F
icsd_247777,0.150904,0.155875,0.17035,O
icsd_184834,0.121382,0.125437,0.141303,O
icsd_280080,0.056118,0.05939,0.063947,Zn
icsd_87498,0.139797,0.144206,0.157615,O
icsd_191346,0.163025,0.168371,0.183918,O
icsd_166072,0.087556,0.090563,0.113677,O
icsd_237408,0.153309,0.158354,0.173015,O
icsd_195792,0.129186,0.218242,0.213516,O
icsd_158901,0.110773,0.105156,0.125281,O
icsd_59112,0.066711,0.069071,0.072791,Li
icsd_79555,0.118296,0.122193,0.133654,O
icsd_18012,0.094238,0.097452,0.106725,F
icsd_54016,0.125771,0.125187,0.142111,K
icsd_413082,0.115181,0.119044,0.077478,Ag
icsd_36652,0.117006,0.120926,0.135104,O
icsd_417522,0.119119,0.123117,0.134647,K
icsd_174299,0.155191,0.160294,0.342021,O
icsd_200789,0.094163,0.119669,0.120696,Na
icsd_46001,0.083852,0.084211,0.09507,Zn
icsd_37137,0.276077,0.218747,0.310785,O
icsd_237542,0.08014,0.10461,0.096618,O
icsd_195543,0.110609,0.113176,0.125096,O
icsd_380306,0.080881,0.143209,0.142733,O
icsd_80893,0.127402,0.131644,0.180918,K
icsd_69537,0.072967,0.075522,0.1607,F
icsd_107202,0.065056,0.067365,0.072441,Zn
icsd_192562,0.060742,0.085481,0.094866,Na
icsd_158161,0.126197,0.130401,0.142589,O
icsd_30434,0.186267,0.18035,0.21,O
icsd_195370,0.116044,0.119252,0.131196,O
icsd_401863,0.106164,0.109747,0.09315,Na
icsd_194591,0.125638,0.129825,0.093252,O
icsd_154983,0.071884,0.074405,0.07057,Cu
icsd_167553,0.114362,0.1182,0.114325,F
icsd_238294,0.095414,0.100204,0.109721,O
icsd_193990,0.149674,0.154607,0.165823,O
icsd_24982,0.03526,0.036646,0.04054,Mg
icsd_659362,0.080952,0.083754,0.091815,Ag
icsd_188526,0.140992,0.145647,0.23021,Ag
icsd_166273,0.085719,0.088669,0.067642,Mg
icsd_426213,0.069329,0.07177,0.128893,Li
icsd_183967,0.14183,0.146519,0.160133,O
icsd_172755,0.112218,0.114776,0.126903,O
icsd_72058,0.077936,0.094039,0.079438,Cu
icsd_167130,0.138726,0.143319,0.15665,O
icsd_162753,0.145675,0.150483,0.164447,O
icsd_156700,0.115195,0.140961,0.163784,O
icsd_52359,0.068272,0.059645,0.077586,Mg
icsd_28734,0.058138,0.060233,0.066214,Cu
icsd_628818,0.073893,0.076476,0.083894,Cu
icsd_36637,0.096306,0.099584,0.103863,Na
icsd_38324,0.085351,0.088289,0.096752,Li
icsd_62579,0.124479,0.13223,0.136797,Na
icsd_262994,0.099108,0.102473,0.112191,O
icsd_69300,0.104529,0.113827,0.087842,Li
icsd_290963,0.159537,0.164775,0.180003,O
icsd_67819,0.092267,0.09542,0.104514,Al
icsd_8284,0.04475,0.046675,0.051457,Cu
icsd_425785,0.146654,0.151493,0.131709,O
icsd_183485,0.149694,0.174137,0.140206,O
icsd_32573,0.137441,0.141994,0.154344,O
icsd_34672,0.132848,0.137258,0.192934,F
icsd_40968,0.148656,0.153557,0.13755,O
icsd_600671,0.058669,0.06078,0.066809,Cu
icsd_401761,0.129622,0.133933,0.146434,F
icsd_160831,0.104126,0.091585,0.109195,O
icsd_196165,0.138988,0.152665,0.156944,O
icsd_84318,0.090705,0.099665,0.167892,K
icsd_401122,0.052466,0.054385,0.055308,Li
icsd_420126,0.09045,0.093547,0.098357,Li
icsd_429207,0.193473,0.199763,0.218087,F
icsd_80252,0.055139,0.05714,0.059042,Cu
icsd_89423,0.289793,0.299069,0.121153,O
icsd_248162,0.15624,0.172171,0.161339,O
icsd_65540,0.114497,0.118338,0.129459,K
icsd_75160,0.150715,0.151747,0.113699,O
icsd_22203,0.084779,0.087699,0.141754,Na
icsd_247495,0.051837,0.081376,0.064581,Li
icsd_190921,0.069613,0.072063,0.074832,O
icsd_77424,0.212611,0.198388,0.239564,O
icsd_59225,0.091996,0.09514,0.090787,Ag
icsd_50227,0.114598,0.118443,0.141811,F
icsd_10061,0.127991,0.102083,0.144603,Na
icsd_55262,0.102929,0.106413,0.116479,Na
icsd_411068,0.123527,0.127649,0.141988,K
icsd_250718,0.113149,0.116949,0.128472,O
icsd_56546,0.067498,0.069883,0.076717,Ag
icsd_182877,0.063745,0.061156,0.067219,Mg
icsd_160109,0.124973,0.125809,0.141216,O
icsd_97995,0.135358,0.139846,0.15287,K
icsd_402605,0.095722,0.098982,0.10839,K
icsd_89346,0.073235,0.075797,0.083155,Li
icsd_86753,0.133563,0.137995,0.088611,O
icsd_423848,0.121341,0.129156,0.13714,O
icsd_35218,0.101641,0.106634,0.11672,O
icsd_404297,0.167862,0.109502,0.142177,O
icsd_237180,0.130371,0.134143,0.146662,O
icsd_414270,0.056365,0.085237,0.074438,Ag
icsd_237411,0.153073,0.158111,0.17275,O
icsd_159052,0.12077,0.142232,0.155467,O
icsd_23756,0.251472,0.221708,0.283173,O
icsd_166215,0.152975,0.158009,0.208399,O
icsd_16568,0.076926,0.079603,0.087297,Li
icsd_156194,0.143418,0.148156,0.14147,O
icsd_51283,0.114344,0.115689,0.124493,F
icsd_160867,0.207182,0.213897,0.231445,O
icsd_252553,0.199956,0.226222,0.168041,O
icsd_89751,0.143036,0.141267,0.161486,O
icsd_424357,0.194323,0.205519,0.219041,O
icsd_66627,0.101937,0.086302,0.094589,Ca
icsd_23645,0.077642,0.075818,0.083178,Cu
icsd_107199,0.063692,0.065959,0.072436,Zn
icsd_151592,0.129116,0.130331,0.145865,O
icsd_261883,0.058371,0.060473,0.06478,Cu
icsd_248701,0.09172,0.12297,0.103899,Na
icsd_167774,0.264155,0.272916,0.316507,O
icsd_69051,0.137778,0.142342,0.079497,Cu
icsd_165102,0.161351,0.168945,0.184542,O
icsd_162234,0.151421,0.156408,0.208413,O
icsd_24476,0.134358,0.138815,0.151747,K
icsd_238045,0.1249,0.188214,0.141134,O
icsd_202627,0.067673,0.069115,0.075629,Li
icsd_250598,0.046002,0.072968,0.080075,Mg
icsd_169536,0.034626,0.035991,0.039828,Zn
icsd_172184,0.107768,0.111401,0.125829,Li
icsd_35250,0.068365,0.081518,0.089382,Li
icsd_56425,0.060907,0.081957,0.061758,Zn
icsd_24743,0.125352,0.134421,0.157349,K
icsd_26681,0.163495,0.145312,0.160773,O
icsd_252002,0.134456,0.141842,0.155042,O
icsd_66941,0.086225,0.08919,0.088834,Li
icsd_67387,0.126564,0.130679,0.173709,K
icsd_165924,0.155405,0.160515,0.228788,O
icsd_411987,0.075638,0.078875,0.081467,F
icsd_39229,0.113493,0.117304,0.128333,K
icsd_2771,0.17132,0.176923,0.1931,O
icsd_428194,0.108336,0.111986,0.117177,K
icsd_75686,0.110329,0.147965,0.080445,O
icsd_56251,0.221828,0.228997,0.249907,F
icsd_159556,0.095625,0.113378,0.133256,O
icsd_100713,0.091108,0.094225,0.103213,Ag
icsd_93431,0.075236,0.077861,0.085401,Ag
icsd_155150,0.09988,0.101253,0.106568,O
icsd_109602,0.122014,0.089506,0.098076,Ag
icsd_29442,0.095335,0.098582,0.094362,O
icsd_412710,0.108798,0.097898,0.141819,O
icsd_427598,0.056003,0.051536,0.06224,Cu
icsd_411347,0.114194,0.086188,0.094465,F
icsd_421515,0.082342,0.935479,1.0,O
icsd_2216,0.184017,0.190014,0.189882,K
icsd_14307,0.10628,0.113685,0.120238,Na
icsd_14355,0.152939,0.157973,0.159753,O
icsd_4189,0.168572,0.17409,0.212173,O
icsd_185125,0.136164,0.165566,0.180864,O
icsd_291320,0.109265,0.112944,0.123588,O
icsd_75159,0.151629,0.156622,0.112948,O
icsd_37014,0.143699,0.148446,0.14204,K
icsd_154361,0.125412,0.129623,0.097881,O
icsd_239821,0.142245,0.146948,0.160609,O
icsd_248249,0.126471,0.139911,0.14264,O
icsd_63157,0.06843,0.070843,0.077763,F
icsd_188466,0.10695,0.110558,0.099616,O
icsd_245972,0.095073,0.098312,0.069328,Li
icsd_150430,0.104972,0.107675,0.11877,O
icsd_50818,0.080564,0.083354,0.086435,Na
icsd_300234,0.122206,0.126287,0.138111,K
icsd_252650,0.210884,0.192396,0.237625,O
icsd_89080,0.150172,0.149594,0.169494,O
icsd_429695,0.077334,0.091242,0.099798,Ca
icsd_423630,0.22046,0.227587,0.227458,O
icsd_168000,0.125907,0.118583,0.129479,O
icsd_236900,0.168695,0.174217,0.194742,O
icsd_237402,0.156128,0.161261,0.176178,O
icsd_196018,0.147821,0.152696,0.152621,O
icsd_1968,0.210009,0.21683,0.227927,F
icsd_38020,0.064377,0.065865,0.071807,Al
icsd_412522,0.176642,0.18241,0.173976,K
icsd_79864,0.08267,0.089076,0.044402,O
icsd_238604,0.100618,0.101383,0.119854,O
icsd_183804,0.156001,0.16113,0.175829,O
icsd_237096,0.087999,0.037244,0.099724,F
icsd_168330,0.08083,0.083628,0.054468,O
icsd_166827,0.102006,0.10546,0.115442,Na
icsd_159758,0.078061,0.080774,0.092198,Ag
icsd_25500,0.09931,0.102681,0.131856,O
icsd_27340,0.043164,0.044795,0.04941,Na
icsd_422362,0.106589,0.113674,0.120585,O
icsd_422697,0.1489,0.173095,0.168067,O
icsd_72141,0.134899,0.139373,0.14735,F
icsd_95670,0.145017,0.149805,0.145511,O
icsd_180955,0.139989,0.144621,0.158067,O
icsd_423176,0.121503,0.188449,0.115567,K
icsd_189290,0.122716,0.120441,0.138683,O
icsd_238617,0.217482,0.224516,0.245029,O
icsd_280902,0.237886,0.209501,0.172931,O
icsd_421412,0.110162,0.113869,0.100009,O
icsd_55691,0.130811,0.12218,0.167039,F
icsd_39467,0.155107,0.160208,0.175033,O
icsd_79369,0.154,0.159066,0.165951,O
icsd_189053,0.08909,0.092144,0.093381,O
icsd_416198,0.061987,0.064201,0.070533,Li
icsd_194779,0.143175,0.139804,0.146338,O
icsd_181310,0.135517,0.140011,0.153049,O
icsd_251000,0.110339,0.114052,0.120172,O
icsd_409785,0.130646,0.134309,0.156385,O
icsd_168543,0.125967,0.113927,0.112849,K
icsd_189321,0.146959,0.180606,0.197235,O
icsd_166208,0.14849,0.153385,0.205294,O
icsd_38350,0.08564,0.084014,0.10326,Li
icsd_245656,0.156448,0.16159,0.16308,O
icsd_627511,0.058505,0.060611,0.066626,Cu
icsd_1921,0.117809,0.121753,0.10892,K
icsd_290268,0.135064,0.133478,0.145939,O
icsd_240427,0.066243,0.068258,0.074949,O
icsd_245986,0.094301,0.08054,0.091418,Li
icsd_98548,0.195665,0.198014,0.158261,O
icsd_421252,0.085362,0.0883,0.096055,Li
icsd_291599,0.086617,0.089594,0.098173,O
icsd_194665,0.126041,0.13024,0.142414,O
icsd_71182,0.042102,0.043699,0.028748,Cu
icsd_162674,0.06683,0.069194,0.075968,Li
icsd_109005,0.128238,0.132506,0.081325,K
icsd_100834,0.055809,0.057831,0.0636,Li
icsd_426593,0.118797,0.130652,0.133208,O
icsd_158756,0.030546,0.031785,0.03525,Al
icsd_28615,0.085364,0.088302,0.096767,O
icsd_36624,0.160566,0.154899,0.201747,O
icsd_27678,0.116191,0.110137,0.159064,O
icsd_180575,0.11296,0.124018,0.132544,O
icsd_40480,0.059197,0.089709,0.085807,Ag
icsd_192833,0.141311,0.136571,0.154218,O
icsd_79430,0.142728,0.149509,0.162191,O
icsd_237482,0.200548,0.173493,0.226026,O
icsd_291610,0.082211,0.05159,0.094562,Li
icsd_33833,0.238621,0.246311,0.289911,O
icsd_89081,0.1502,0.149543,0.169526,O
icsd_37184,0.090056,0.095361,0.102032,Na
icsd_189666,0.1302,0.134528,0.310232,O
icsd_63408,0.090446,0.113463,0.10557,Na
icsd_55672,0.062453,0.042759,0.051269,Cu
icsd_96758,0.067844,0.07024,0.0375,Cu
icsd_245460,0.089239,0.090741,0.101115,Li
icsd_174532,0.096411,0.099692,0.054879,O
icsd_77334,0.144722,0.149501,0.149443,O
icsd_18014,0.113969,0.117794,0.128867,K
icsd_414186,0.064686,0.06091,0.072957,Li
icsd_425998,0.234838,0.24241,0.264506,O
icsd_184840,0.120811,0.124848,0.136029,O
icsd_60558,0.081558,0.084379,0.066773,Ca
icsd_174026,0.121032,0.100285,0.113557,Na
icsd_52394,0.095436,0.098687,0.10807,Ca
icsd_290497,0.154651,0.159738,0.174521,O
icsd_95468,0.058848,0.060965,0.067011,Mg
icsd_69305,0.091916,0.095058,0.104119,Na
icsd_184844,0.118375,0.122337,0.132092,O
icsd_262895,0.113635,0.114585,0.114807,O
icsd_28609,0.084193,0.087079,0.095453,O
icsd_92083,0.102726,0.105314,0.11625,O
icsd_430513,0.116867,0.138951,0.15803,O
icsd_41204,0.167704,0.173195,0.189168,K
icsd_59359,0.075624,0.07826,0.089659,Li
icsd_32631,0.141299,0.145972,0.019082,Cu
icsd_247631,0.163703,0.17847,0.196381,O
icsd_195788,0.12617,0.219808,0.142559,O
icsd_67538,0.067432,0.071444,0.095664,Na
icsd_239882,0.113745,0.113069,0.128616,O
icsd_412874,0.092964,0.096138,0.093643,Li
icsd_72422,0.170477,0.176054,0.27691,F
icsd_40245,0.095582,0.106421,0.116488,Li
icsd_20579,0.123871,0.128004,0.117631,Na
icsd_260853,0.154191,0.159264,0.174005,O
icsd_183149,0.085342,0.08828,0.034437,F
icsd_416585,0.090107,0.083841,0.10209,Ag
icsd_84613,0.154242,0.159316,0.177138,O
icsd_41118,0.086463,0.089436,0.100282,K
icsd_94776,0.101806,0.105254,0.117482,K
icsd_90561,0.099484,0.10286,0.112612,O
icsd_291001,0.047403,0.049165,0.054167,Cu
icsd_402760,0.048305,0.079801,0.063087,Li
icsd_95827,0.038996,0.050474,0.055592,Cu
icsd_85922,0.168752,0.174276,0.164491,O
icsd_249020,0.108804,0.11353,0.123071,O
icsd_40178,0.117641,0.131842,0.119241,F
icsd_193442,0.059501,0.061637,0.018044,Li
icsd_75271,0.075814,0.078457,0.084083,Mg
icsd_280701,0.069779,0.028797,0.037245,Cu
icsd_42443,0.076215,0.07887,0.02574,Zn
icsd_422058,0.153039,0.124721,0.172711,O
icsd_260574,0.123363,0.12748,0.13846,K
icsd_261415,0.128446,0.13272,0.145114,O
icsd_50625,0.097198,0.100503,0.110046,Ca
icsd_249664,0.094352,0.097529,0.106853,O
icsd_89955,0.11204,0.113637,0.126702,O
icsd_27330,0.114331,0.118167,0.129273,F
icsd_40154,0.142591,0.147304,0.239108,Ag
icsd_160842,0.10655,0.094045,0.112238,O
icsd_168808,0.156785,0.161938,0.150852,O
icsd_290619,0.076312,0.07897,0.086608,O
icsd_92347,0.059324,0.059595,0.06572,Ca
icsd_80476,0.071201,0.073701,0.080873,Cu
icsd_412920,0.161426,0.166723,0.179521,K
icsd_411175,0.090303,0.093395,0.082261,Mg
icsd_410954,0.067484,0.069868,0.08183,K
icsd_182607,0.104233,0.102416,0.116748,F
icsd_72243,0.042102,0.043699,0.028748,Cu
icsd_26157,0.086879,0.089865,0.057834,Mg
icsd_291452,0.137235,0.141781,0.154976,O
icsd_151080,0.068709,0.077988,0.081008,Cu
icsd_94278,0.138075,0.142647,0.20605,F
icsd_71272,0.050797,0.052664,0.123412,Cu
icsd_82887,0.19924,0.206418,0.242945,O
icsd_169923,0.152506,0.157526,0.144187,O
icsd_250192,0.163537,0.168899,0.175849,O
icsd_38250,0.077384,0.093728,0.087812,Li
icsd_866,0.109875,0.102374,0.112727,Na
icsd_9027,0.088487,0.0973,0.0997,K
icsd_94970,0.134775,0.139246,0.096327,O
icsd_20692,0.105415,0.119414,0.13063,K
icsd_86504,0.133723,0.138161,0.151035,O
icsd_20364,0.145785,0.150596,0.212185,F
icsd_412527,0.17207,0.177697,0.172213,K
icsd_605175,0.086,0.088959,0.097481,Ag
icsd_15415,0.123012,0.123469,0.112603,Li
icsd_42666,0.074212,0.076805,0.025209,Zn
icsd_68569,0.064262,0.064486,0.070843,Zn
icsd_167186,0.131225,0.135586,0.148232,O
icsd_76001,0.141095,0.145761,0.150551,O
icsd_50087,0.06457,0.066864,0.078223,Zn
icsd_291572,0.186238,0.192304,0.209968,O
icsd_30807,0.17067,0.176253,0.203048,O
icsd_65642,0.06258,0.064813,0.075432,Zn
icsd_248399,0.11828,0.122239,0.133705,O
icsd_60156,0.047262,0.04946,0.077187,Cu
icsd_59699,0.068111,0.070515,0.041862,Ca
icsd_2060,0.130193,0.181008,0.147074,K
icsd_41956,0.078565,0.081293,0.089137,Ca
icsd_63270,0.066122,0.068464,0.03329,Li
icsd_154093,0.081491,0.08431,0.099029,Na
icsd_202284,0.136239,0.139995,0.153859,O
icsd_97746,0.125609,0.125153,0.14193,O
icsd_90927,0.169898,0.175457,0.186004,O
icsd_401458,0.161482,0.166781,0.182187,O
icsd_71887,0.079,0.081741,0.089625,Mg
icsd_33235,0.09752,0.100835,0.130142,Na
icsd_174474,0.090896,0.104168,0.102975,O
icsd_160828,0.112103,0.099514,0.119296,O
icsd_171794,0.139555,0.144174,0.15758,O
icsd_9164,0.14276,0.147478,0.213884,F
icsd_62550,0.103526,0.105341,0.117148,K
icsd_195575,0.090473,0.101887,0.126976,K
icsd_157426,0.153516,0.158567,0.173247,O
icsd_39163,0.149452,0.154377,0.168686,O
icsd_182598,0.102039,0.10078,0.117487,F
icsd_96477,0.098319,0.100137,0.111305,F
icsd_20097,0.137053,0.141594,0.215333,O
icsd_191863,0.151711,0.156707,0.14349,O
icsd_29546,0.171214,0.175148,0.191294,O
icsd_428061,0.124711,0.128869,0.114399,O
icsd_83029,0.110963,0.111702,0.125494,O
icsd_15691,0.11927,0.121941,0.14098,K
icsd_89742,0.140936,0.145597,0.15913,O
icsd_425260,0.317909,0.328057,0.357729,F
icsd_69809,0.11371,0.117528,0.109797,Na
icsd_192859,0.115085,0.124279,0.135926,O
icsd_151587,0.155562,0.160676,0.175543,O
icsd_56422,0.08032,0.083103,0.106538,Ca
icsd_239023,0.118158,0.151409,0.172897,O
icsd_84375,0.165873,0.152447,0.166585,O
icsd_91071,0.120584,0.124615,0.125358,O
icsd_151582,0.14136,0.144585,0.159605,O
icsd_1414,0.06835,0.070761,0.077674,Cu
icsd_421442,0.036831,0.038265,0.073286,Na
icsd_60540,0.074413,0.077012,0.084477,Li
icsd_402230,0.113628,0.126777,0.059586,K
icsd_252035,0.071374,0.073879,0.081067,Li
icsd_80259,0.055313,0.05732,0.059541,Cu
icsd_80564,0.126273,0.130146,0.142675,F
icsd_158157,0.127982,0.132242,0.144593,O
icsd_100827,0.129334,0.137124,0.14611,O
icsd_78299,0.116187,0.117756,0.100776,O
icsd_188528,0.091836,0.094976,0.10403,Cu
icsd_83447,0.11876,0.144727,0.1665,O
icsd_280204,0.110453,0.100414,0.124921,K
icsd_195702,0.150304,0.155255,0.169642,O
icsd_165010,0.142611,0.147324,0.163269,O
icsd_16709,0.150621,0.155583,0.142419,O
icsd_419255,0.179799,0.190431,0.196062,O
icsd_170813,0.066064,0.067742,0.079871,Cu
icsd_187732,0.151858,0.156858,0.219236,O
icsd_262643,0.074752,0.077362,0.084463,Li
icsd_186619,0.14663,0.151468,0.146261,O
icsd_413681,0.068927,0.031818,0.044809,Cu
icsd_42193,0.063846,0.066117,0.072477,Zn
icsd_260001,0.083801,0.093274,0.094222,Li
icsd_54102,0.07882,0.135249,0.113548,Ag
icsd_202818,0.105046,0.124423,0.139071,Na
icsd_15437,0.101996,0.121244,0.132622,K
icsd_291135,0.106299,0.109887,0.108829,O
icsd_380406,0.086102,0.089063,0.10782,O
icsd_190461,0.141278,0.147385,0.161076,O
icsd_55451,0.132226,0.136618,0.153616,K
icsd_163867,0.139295,0.143905,0.157288,F
icsd_109006,0.218223,0.201033,0.245861,O
icsd_190941,0.085014,0.087978,0.099008,O
icsd_39499,0.126421,0.143491,0.161051,O
icsd_429061,0.11514,0.123636,0.135226,O
icsd_82658,0.100981,0.104404,0.114292,O
icsd_51291,0.060851,0.063827,0.069258,Ca
icsd_248053,0.147763,0.170089,0.197552,O
icsd_10290,0.114453,0.118293,0.167276,K
icsd_193158,0.231657,0.230724,0.260937,O
icsd_240504,0.115134,0.118996,0.130175,K
icsd_80378,0.085367,0.109027,0.128339,Na
icsd_65039,0.096179,0.099452,0.108903,K
icsd_9296,0.110843,0.115422,0.128521,K
icsd_10040,0.068705,0.071128,0.117196,Ag
icsd_22012,0.108121,0.111765,0.132391,Li
icsd_423381,0.130368,0.13818,0.151056,O
icsd_408027,0.164892,0.170296,0.186013,O
icsd_261375,0.119981,0.123993,0.126664,O
icsd_412476,0.060822,0.068583,0.070082,Ag
icsd_85006,0.118395,0.141053,0.158709,K
icsd_424347,0.142378,0.147084,0.116829,Ag
icsd_27673,0.06316,0.065411,0.07185,Zn
icsd_100202,0.151219,0.156199,0.170669,K
icsd_33771,0.125327,0.133136,0.141614,Na
icsd_2773,0.09075,0.093855,0.098686,F
icsd_62298,0.072927,0.083748,0.09181,Li
icsd_238754,0.139343,0.143955,0.157342,O
icsd_84367,0.102648,0.103809,0.116163,Ag
icsd_150840,0.127632,0.148674,0.144892,K
icsd_196322,0.12352,0.127642,0.164061,O
icsd_247492,0.093419,0.096608,0.105852,O
icsd_33870,0.073323,0.076575,0.084001,Na
icsd_248603,0.156731,0.161882,0.176855,O
icsd_99679,0.037317,0.050732,0.055873,Cu
icsd_74204,0.114389,0.117561,0.129338,F
icsd_281616,0.143248,0.144224,0.157635,O
icsd_155160,0.104084,0.233432,0.117774,F
icsd_41928,0.063489,0.065749,0.021461,Al
icsd_291315,0.118509,0.122475,0.133962,O
icsd_261431,0.228746,0.278103,0.303356,O
icsd_424150,0.080485,0.091669,0.097308,Na
icsd_24942,0.129791,0.134107,0.146623,O
icsd_74945,0.162692,0.15994,0.199656,O
icsd_290593,0.079339,0.082091,0.090005,Zn
icsd_56291,0.054746,0.085692,0.068401,Li
icsd_429984,0.217003,0.224022,0.195627,O
icsd_161972,0.107211,0.110827,0.080128,O
icsd_410870,0.080077,0.083791,0.093107,Zn
icsd_80359,0.067011,0.069381,0.030289,Cu
icsd_182599,0.109411,0.106895,0.127144,F
icsd_184547,0.142443,0.147151,0.206769,O
icsd_160852,0.106884,0.094063,0.112978,O
icsd_100172,0.079813,0.066908,0.096102,Cu
icsd_82845,0.127448,0.131691,0.162884,K
icsd_10238,0.155112,0.160213,0.189517,O
icsd_107165,0.063878,0.066151,0.072493,Zn
icsd_27874,0.064346,0.066633,0.073181,Mg
icsd_36034,0.227083,0.234415,0.255804,F
icsd_194895,0.090262,0.152195,0.131675,O
icsd_2507,0.128957,0.179537,0.213293,O
icsd_35597,0.070986,0.073479,0.065655,Ag
icsd_49027,0.096269,0.108385,0.109005,Na
icsd_150255,0.142041,0.146737,0.16037,K
icsd_662,0.135049,0.138872,0.152524,K
icsd_20475,0.114303,0.118139,0.143638,O
icsd_74200,0.113471,0.114846,0.128309,F
icsd_8121,0.143866,0.148619,0.214522,F
icsd_181057,0.104558,0.108091,0.118306,O
icsd_184488,0.054948,0.056944,0.049685,Zn
icsd_100454,0.150796,0.155763,0.244961,O
icsd_80565,0.123712,0.126809,0.139801,F
icsd_67530,0.054508,0.060221,0.06214,Cu
icsd_51382,0.060673,0.062847,0.017725,Li
icsd_291307,0.119371,0.12397,0.13559,O
icsd_15636,0.071626,0.074138,0.034206,Zn
icsd_39924,0.132267,0.13666,0.138064,O
icsd_82996,0.118857,0.12734,0.146108,O
icsd_425685,0.148199,0.153085,0.166517,O
icsd_261758,0.138182,0.142758,0.156039,O
icsd_54281,0.120194,0.124212,0.135852,Na
icsd_89899,0.127588,0.131836,0.087538,Li
icsd_81039,0.151666,0.123812,0.028819,Cu
icsd_250678,0.197129,0.166152,0.19039,O
icsd_156560,0.117655,0.144515,0.169379,O
icsd_24866,0.133653,0.138089,0.188922,O
icsd_191864,0.151793,0.156791,0.143561,O
icsd_261874,0.146205,0.149876,0.163787,O
icsd_67881,0.047292,0.04687,0.048041,Mg
icsd_50329,0.075685,0.090818,0.097166,Cu
icsd_2780,0.065619,0.063045,0.074609,Cu
icsd_290271,0.108994,0.112665,0.117444,O
icsd_291401,0.053975,0.07733,0.066267,Li
icsd_71866,0.099784,0.11645,0.281378,K
icsd_184478,0.065896,0.068231,0.069861,Cu
icsd_169696,0.139698,0.144321,0.15774,O
icsd_78625,0.109559,0.147344,0.079772,O
icsd_655219,0.102398,0.082647,0.115882,Na
icsd_82504,0.148389,0.18425,0.167493,O
icsd_163254,0.14382,0.148571,0.023432,Cu
icsd_35722,0.23039,0.237825,0.252153,F
icsd_48127,0.081816,0.084644,0.092785,Li
icsd_280130,0.152607,0.157627,0.158748,O
icsd_188496,0.111459,0.115207,0.093139,O
icsd_85866,0.151389,0.156374,0.17086,O
icsd_155424,0.137729,0.134043,0.150801,O
icsd_71157,0.066301,0.068648,0.076787,Al
icsd_164439,0.083525,0.086407,0.094703,Ag
icsd_150304,0.056088,0.057444,0.080222,Cu
icsd_153802,0.092424,0.109269,0.050303,Ca
icsd_96345,0.071268,0.07377,0.032987,Cu
icsd_166856,0.10226,0.105585,0.115578,O
